,user,1,2,3,4,5,6,7,8,9,10
123,1,Thin Red Line% The (1998),Blues Brothers% The (1980),Patton (1970),Princess Bride% The (1987),Insider% The (1999),Field of Dreams (1989),Pelican Brief% The (1993),Professional% The (a.k.a. Leon: The Professional) (1994),Some Folks Call It a Sling Blade (1993),
124,0,Lone Star (1996),Player% The (1992),Shawshank Redemption% The (1994),Dead Man Walking (1995),Fargo (1996),Devil in a Blue Dress (1995),Casino (1995),Smilla's Sense of Snow (1997),Leaving Las Vegas (1995),
125,0,Adventures of Robin Hood% The (1938),U-571 (2000),Raiders of the Lost Ark (1981),Terminator 2: Judgment Day (1991),Robocop (1987),Mission: Impossible 2 (2000),Speed (1994),Frequency (2000),Longest Day% The (1962),
126,0,Cinema Paradiso (1988),Terminator% The (1984),From Russia with Love (1963),Billy's Hollywood Screen Kiss (1997),Star Wars: Episode V - The Empire Strikes Back (1980),To Catch a Thief (1955),Witness (1985),French Connection% The (1971),Raiders of the Lost Ark (1981),
127,0,Titan A.E. (2000),Remember the Titans (2000),GoodFellas (1990),Blade Runner (1982),Saving Grace (2000),X-Files: Fight the Future% The (1998),Pi (1998),Stargate (1994),Starship Troopers (1997),
128,0,Men in Black (1997),High Fidelity (2000),Ferris Bueller's Day Off (1986),Star Wars: Episode I - The Phantom Menace (1999),Galaxy Quest (1999),Matrix% The (1999),Boogie Nights (1997),Creature Comforts (1990),Grand Day Out% A (1992),
129,0,Menace II Society (1993),Freeway (1996),Indiana Jones and the Last Crusade (1989),Run Lola Run (Lola rennt) (1998),Clay Pigeons (1998),Planet of the Apes (1968),Conspiracy Theory (1997),Out of Sight (1998),Predator (1987),
130,0,Thunderball (1965),Midnight Run (1988),Titanic (1953),Rock% The (1996),Star Wars: Episode I - The Phantom Menace (1999),Ronin (1998),Perfect Storm% The (2000),Godfather: Part III% The (1990),Thelma & Louise (1991),
131,1,Babe (1995),Citizen Ruth (1996),Wallace & Gromit: The Best of Aardman Animation (1996),GoodFellas (1990),Blade Runner (1982),Jaws (1975),American History X (1998),When We Were Kings (1996),Postino% Il (The Postman) (1994),
132,1,Full Monty% The (1997),And Now for Something Completely Different (1971),Babe: Pig in the City (1998),Toy Story 2 (1999),Go (1999),Grosse Pointe Blank (1997),Trekkies (1997),Roger & Me (1989),Waking Ned Devine (1998),
133,0,Good Will Hunting (1997),Green Mile% The (1999),Brokedown Palace (1999),Eyes Wide Shut (1999),Dolores Claiborne (1994),Angela's Ashes (1999),Elizabeth (1998),Awakenings (1990),GoodFellas (1990),
134,1,Stargate (1994),World Is Not Enough% The (1999),Desperado (1995),Batman & Robin (1997),Supercop (1992),Shaft (2000),Hunt for Red October% The (1990),Ronin (1998),Solo (1996),
135,0,54 (1998),20 Dates (1998),Stuart Little (1999),For Love of the Game (1999),Civil Action% A (1998),Doors% The (1991),Entrapment (1999),Eyes Wide Shut (1999),Mickey Blue Eyes (1999),
136,1,Song of the South (1946),Swingers (1996),Pecker (1998),James and the Giant Peach (1996),Defending Your Life (1991),U2: Rattle and Hum (1988),Pinocchio (1940),Breakfast Club% The (1985),Muppet Movie% The (1979),
137,0,Life Is Beautiful (La Vita è bella) (1997),Sneakers (1992),Armageddon (1998),Dark City (1998),Insider% The (1999),In the Line of Fire (1993),Get Shorty (1995),Shine (1996),Sling Blade (1996),
138,0,Jackie Brown (1997),Schindler's List (1993),Nikita (La Femme Nikita) (1990),Hoop Dreams (1994),Insider% The (1999),Big Lebowski% The (1998),Shanghai Noon (2000),Unforgiven (1992),Some Folks Call It a Sling Blade (1993),
139,1,Little Mermaid% The (1989),Top Gun (1986),F/X (1986),Platoon (1986),Lord of the Flies (1963),Ladyhawke (1985),Back to the Future (1985),Midnight Run (1988),Robocop (1987),
140,0,Ninotchka (1939),Murder% My Sweet (1944),Wizard of Oz% The (1939),Thin Man% The (1934),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Cell% The (2000),Bringing Up Baby (1938),Boat% The (Das Boot) (1981),Shadow of a Doubt (1943),
141,0,Perfect Storm% The (2000),High Fidelity (2000),Wrong Man% The (1956),Mission: Impossible 2 (2000),Erin Brockovich (2000),Gilda (1946),X-Men (2000),Key Largo (1948),Chinatown (1974),
142,1,Fargo (1996),Green Mile% The (1999),Run Lola Run (Lola rennt) (1998),GoodFellas (1990),Fight Club (1999),Shakespeare in Love (1998),Schindler's List (1993),Seven (Se7en) (1995),Babe (1995),
143,0,Entrapment (1999),Get Shorty (1995),Eyes Wide Shut (1999),Snow Falling on Cedars (1999),Rushmore (1998),In the Line of Fire (1993),Die Hard 2 (1990),Talented Mr. Ripley% The (1999),World Is Not Enough% The (1999),
144,0,Perfect Storm% The (2000),Shaft (2000),Frequency (2000),Whole Nine Yards% The (2000),Beach% The (2000),Babe (1995),U-571 (2000),X-Men (2000),Romeo Must Die (2000),
145,0,Eyes Wide Shut (1999),54 (1998),Man on the Moon (1999),Bowfinger (1999),Snow Falling on Cedars (1999),Big Daddy (1999),Dick (1999),Powder (1995),Kingpin (1996),
146,1,American in Paris% An (1951),Peter Pan (1953),Anastasia (1997),Doctor Dolittle (1967),Terms of Endearment (1983),Oliver! (1968),Help! (1965),My Left Foot (1989),Everything You Always Wanted to Know About Sex (1972),
147,1,Total Recall (1990),Mask of Zorro% The (1998),Last of the Mohicans% The (1992),Outbreak (1995),Rush Hour (1998),In the Line of Fire (1993),Snake Eyes (1998),Blade (1998),Deep Impact (1998),
148,1,Stuart Little (1999),Batman & Robin (1997),Breakdown (1997),Sneakers (1992),Dark City (1998),Hard Rain (1998),Striptease (1996),Back to the Future Part II (1989),Glory (1989),
149,1,Arachnophobia (1990),One Flew Over the Cuckoo's Nest (1975),Shanghai Noon (2000),Bronx Tale% A (1993),Indiana Jones and the Last Crusade (1989),Howards End (1992),Witness (1985),Hard-Boiled (Lashou shentan) (1992),Payback (1999),
150,1,Good Will Hunting (1997),Green Mile% The (1999),Snow Falling on Cedars (1999),Piano% The (1993),Doors% The (1991),Man on the Moon (1999),Princess Bride% The (1987),Papillon (1973),Welcome to the Dollhouse (1995),
151,1,Green Mile% The (1999),Goonies% The (1985),Chicken Run (2000),Something to Talk About (1995),Arachnophobia (1990),I.Q. (1994),Like Water for Chocolate (Como agua para chocolate) (1992),Some Folks Call It a Sling Blade (1993),Repo Man (1984),
152,1,Bug's Life% A (1998),Orgazmo (1997),Fear of a Black Hat (1993),Rushmore (1998),Animal House (1978),Being John Malkovich (1999),Ferris Bueller's Day Off (1986),Chicken Run (2000),Dogma (1999),
153,0,Eyes Wide Shut (1999),Cruel Intentions (1999),Man on the Moon (1999),Clerks (1994),Go (1999),Rushmore (1998),Election (1999),Ready to Rumble (2000),Being John Malkovich (1999),
154,0,Exotica (1994),Clerks (1994),Pacific Heights (1990),American Pie (1999),Summer of Sam (1999),Bringing Out the Dead (1999),High Fidelity (2000),Cruel Intentions (1999),Wood% The (1999),
155,0,Grumpier Old Men (1995),Ace Ventura: Pet Detective (1994),Another Stakeout (1993),Death Becomes Her (1992),Wayne's World 2 (1993),Waterboy% The (1998),Naked Gun 2 1/2: The Smell of Fear% The (1991),Hocus Pocus (1993),Richie Rich (1994),
156,1,Hope Floats (1998),Ever After: A Cinderella Story (1998),Random Hearts (1999),Forget Paris (1995),Six Days Seven Nights (1998),Ghost (1990),Fools Rush In (1997),Tin Cup (1996),Much Ado About Nothing (1993),
157,1,Backdraft (1991),Alien Nation (1988),Fifth Element% The (1997),Conspiracy Theory (1997),Manhattan Murder Mystery (1993),American Graffiti (1973),Take the Money and Run (1969),Life Is Beautiful (La Vita è bella) (1997),Enemy of the State (1998),
158,0,Touch of Evil (1958),Key Largo (1948),Treasure of the Sierra Madre% The (1948),M (1931),Cape Fear (1962),Strangers on a Train (1951),North by Northwest (1959),Third Man% The (1949),Blood Simple (1984),
159,0,Entrapment (1999),Stuart Little (1999),Bone Collector% The (1999),Superstar (1999),Random Hearts (1999),For Love of the Game (1999),Snow Falling on Cedars (1999),Midsummer Night's Dream% A (1999),Bowfinger (1999),
160,0,Star Wars: Episode V - The Empire Strikes Back (1980),Back to the Future (1985),Wizard of Oz% The (1939),Star Wars: Episode I - The Phantom Menace (1999),Mission to Mars (2000),Matrix% The (1999),Who Framed Roger Rabbit? (1988),Angela's Ashes (1999),Perfect Storm% The (2000),
161,0,Raging Bull (1980),Green Mile% The (1999),Piano% The (1993),Room with a View% A (1986),Sling Blade (1996),E.T. the Extra-Terrestrial (1982),Shine (1996),One Flew Over the Cuckoo's Nest (1975),Usual Suspects% The (1995),
162,1,World Is Not Enough% The (1999),Ninth Gate% The (2000),Dick Tracy (1990),Hunchback of Notre Dame% The (1996),True Lies (1994),Hercules (1997),Iron Giant% The (1999),Gone in 60 Seconds (2000),Antz (1998),
163,1,Hurricane% The (1999),Man on the Moon (1999),Stuart Little (1999),Superstar (1999),Bowfinger (1999),Inspector Gadget (1999),Run Lola Run (Lola rennt) (1998),Mission: Impossible (1996),20 Dates (1998),
164,0,Holiday Inn (1942),Shane (1953),Mister Roberts (1955),March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),My Dog Skip (1999),Raisin in the Sun% A (1961),Angela's Ashes (1999),All Quiet on the Western Front (1930),Inspector General% The (1949),
165,0,Abyss% The (1989),Close Encounters of the Third Kind (1977),Godfather% The (1972),E.T. the Extra-Terrestrial (1982),Princess Bride% The (1987),Stand by Me (1986),Run Lola Run (Lola rennt) (1998),Escape from New York (1981),Glory (1989),
166,0,Face/Off (1997),Twelve Monkeys (1995),Glengarry Glen Ross (1992),Blade Runner (1982),Princess Bride% The (1987),Rocky Horror Picture Show% The (1975),Bringing Out the Dead (1999),Braveheart (1995),X-Men (2000),
167,0,Return to Me (2000),My Dog Skip (1999),Gone in 60 Seconds (2000),Nutty Professor II: The Klumps (2000),Frequency (2000),Shanghai Noon (2000),Reindeer Games (2000),Road Trip (2000),U-571 (2000),
168,1,Godfather% The (1972),Nightmare Before Christmas% The (1993),Back to the Future (1985),Who Framed Roger Rabbit? (1988),Bug's Life% A (1998),Shakespeare in Love (1998),Star Wars: Episode VI - Return of the Jedi (1983),Wizard of Oz% The (1939),Antz (1998),
169,1,History of the World: Part I (1981),Sneakers (1992),Truman Show% The (1998),Big Lebowski% The (1998),Full Metal Jacket (1987),12 Angry Men (1957),Brazil (1985),Grifters% The (1990),Mask of Zorro% The (1998),
170,0,African Queen% The (1951),Star Wars: Episode I - The Phantom Menace (1999),Men in Black (1997),Princess Bride% The (1987),Patriot% The (2000),Brazil (1985),Boat% The (Das Boot) (1981),Mission: Impossible 2 (2000),Abyss% The (1989),
171,0,Paradise Lost: The Child Murders at Robin Hood Hills (1996),War Room% The (1993),42 Up (1998),Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Hands on a Hard Body (1996),Big One% The (1997),Thirty-Two Short Films About Glenn Gould (1993),Mulholland Falls (1996),Thin Blue Line% The (1988),
172,0,Cape Fear (1962),Touch of Evil (1958),M (1931),Gilda (1946),Wrong Man% The (1956),Thin Blue Line% The (1988),Third Man% The (1949),Murder% My Sweet (1944),When We Were Kings (1996),
173,1,Man Who Knew Too Much% The (1956),Blue Angel% The (Blaue Engel% Der) (1930),Stop Making Sense (1984),Gilda (1946),One Flew Over the Cuckoo's Nest (1975),Indiana Jones and the Last Crusade (1989),Babe (1995),But I'm a Cheerleader (1999),Women on the Verge of a Nervous Breakdown (1988),
174,0,F/X (1986),Midnight Run (1988),Galaxy Quest (1999),Mad Max (1979),Mission: Impossible 2 (2000),Aliens (1986),Star Wars: Episode I - The Phantom Menace (1999),Independence Day (ID4) (1996),In the Line of Fire (1993),
175,1,Welcome to the Dollhouse (1995),Beetlejuice (1988),Sleepy Hollow (1999),Jungle Fever (1991),Close Encounters of the Third Kind (1977),GoodFellas (1990),Run Lola Run (Lola rennt) (1998),Mallrats (1995),West Side Story (1961),
176,0,Good Morning% Vietnam (1987),Gods Must Be Crazy II% The (1989),Weird Science (1985),Stand by Me (1986),Weekend at Bernie's (1989),Beetlejuice (1988),Better Off Dead... (1985),Nothing in Common (1986),Big Chill% The (1983),
177,0,Back to the Future (1985),Jaws (1975),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Clockwork Orange% A (1971),Braveheart (1995),Total Recall (1990),Wizard of Oz% The (1939),Twelve Monkeys (1995),Time Bandits (1981),
178,0,Evita (1996),Gypsy (1962),Funny Face (1957),Willy Wonka and the Chocolate Factory (1971),Ladyhawke (1985),Little Mermaid% The (1989),Prince of Egypt% The (1998),Doctor Dolittle (1967),Inspector General% The (1949),
179,0,Mystery Science Theater 3000: The Movie (1996),Howard the Duck (1986),Sneakers (1992),X-Files: Fight the Future% The (1998),Bamba% La (1987),Dark City (1998),Mad Max (1979),Adventures of Buckaroo Bonzai Across the 8th Dimension% The (1984),Demolition Man (1993),
180,0,Return to Me (2000),Run Lola Run (Lola rennt) (1998),Best in Show (2000),Magnolia (1999),Nurse Betty (2000),Big Kahuna% The (2000),Grifters% The (1990),Matewan (1987),Snow Falling on Cedars (1999),
181,1,History of the World: Part I (1981),Professional% The (a.k.a. Leon: The Professional) (1994),Sling Blade (1996),Conspiracy Theory (1997),Thelma & Louise (1991),Lethal Weapon 2 (1989),Galaxy Quest (1999),Christmas Story% A (1983),Outbreak (1995),
182,1,Fargo (1996),L.A. Confidential (1997),Insider% The (1999),Life Is Beautiful (La Vita è bella) (1997),Wayne's World (1992),Sling Blade (1996),Go (1999),Being John Malkovich (1999),Mallrats (1995),
183,0,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Third Man% The (1949),M (1931),Thin Man% The (1934),Asphalt Jungle% The (1950),Gilda (1946),Psycho (1960),Wrong Man% The (1956),Shadow of a Doubt (1943),
184,1,Dumbo (1941),Steamboat Willie (1940),Fantasia (1940),Gulliver's Travels (1939),James and the Giant Peach (1996),Song of the South (1946),Road to El Dorado% The (2000),Hunchback of Notre Dame% The (1996),Anastasia (1997),
185,0,Stargate (1994),Siege% The (1998),Broken Arrow (1996),Galaxy Quest (1999),Rock% The (1996),Three Musketeers% The (1993),Fifth Element% The (1997),Medicine Man (1992),Dante's Peak (1997),
186,1,54 (1998),Cinderella (1950),Clerks (1994),Drop Dead Gorgeous (1999),Secret of NIMH% The (1982),Bachelor% The (1999),Fantasia (1940),Alice in Wonderland (1951),Pushing Tin (1999),
187,1,Nobody's Fool (1994),Insider% The (1999),Cradle Will Rock% The (1999),Reservoir Dogs (1992),Howards End (1992),Schindler's List (1993),To Die For (1995),Defending Your Life (1991),Spanish Prisoner% The (1997),
188,0,Mod Squad% The (1999),Titan A.E. (2000),White Squall (1996),I Saw What You Did (1965),Go (1999),Beach% The (2000),South Park: Bigger% Longer and Uncut (1999),What Lies Beneath (2000),Me% Myself and Irene (2000),
189,0,Schindler's List (1993),Eyes Wide Shut (1999),Insider% The (1999),Man on the Moon (1999),Fargo (1996),Gladiator (2000),L.A. Confidential (1997),54 (1998),Talented Mr. Ripley% The (1999),
190,1,Usual Suspects% The (1995),Nikita (La Femme Nikita) (1990),Being John Malkovich (1999),Green Mile% The (1999),Simple Plan% A (1998),Run Lola Run (Lola rennt) (1998),Lock% Stock & Two Smoking Barrels (1998),Thelma & Louise (1991),Schindler's List (1993),
191,0,Black Sheep (1996),Waterboy% The (1998),Half Baked (1998),Boomerang (1992),Booty Call (1997),Cabin Boy (1994),Happy Gilmore (1996),Son in Law (1993),8 Heads in a Duffel Bag (1997),
192,0,G.I. Jane (1997),Snake Eyes (1998),Waking Ned Devine (1998),Saving Private Ryan (1998),Thomas Crown Affair% The (1999),Bad Boys (1995),Return to Paradise (1998),Forever Young (1992),Mariachi% El (1992),
193,1,Creature Comforts (1990),Some Folks Call It a Sling Blade (1993),Leaving Las Vegas (1995),Notorious (1946),Grifters% The (1990),Run Lola Run (Lola rennt) (1998),Green Mile% The (1999),Life Is Beautiful (La Vita è bella) (1997),Schindler's List (1993),
194,1,Sister Act (1992),Nightmare Before Christmas% The (1993),Birdcage% The (1996),White Men Can't Jump (1992),Cool Runnings (1993),Toy Story 2 (1999),Analyze This (1999),Wayne's World (1992),Patch Adams (1998),
195,1,Mystery Science Theater 3000: The Movie (1996),Barb Wire (1996),Willy Wonka and the Chocolate Factory (1971),Indiana Jones and the Last Crusade (1989),Sneakers (1992),Titanic (1997),Flight of the Navigator (1986),Lord of the Rings% The (1978),Freejack (1992),
196,0,Professional% The (a.k.a. Leon: The Professional) (1994),Grifters% The (1990),Sling Blade (1996),Shawshank Redemption% The (1994),Insider% The (1999),Run Lola Run (Lola rennt) (1998),Nikita (La Femme Nikita) (1990),Schindler's List (1993),Unforgiven (1992),
197,0,Big Kahuna% The (2000),American Psycho (2000),Schindler's List (1993),Good Will Hunting (1997),Sixth Sense% The (1999),Fargo (1996),Ghost Dog: The Way of the Samurai (1999),Leaving Las Vegas (1995),Chicken Run (2000),
198,1,Birdcage% The (1996),On Her Majesty's Secret Service (1969),Blade Runner (1982),Superman IV: The Quest for Peace (1987),Rock% The (1996),Lethal Weapon 4 (1998),Abyss% The (1989),Glory (1989),Dead Poets Society (1989),
199,0,Pump Up the Volume (1990),Good Will Hunting (1997),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Amistad (1997),Primary Colors (1998),Star Trek VI: The Undiscovered Country (1991),Hard Rain (1998),What's Love Got to Do with It? (1993),Galaxy Quest (1999),
200,0,54 (1998),Never Been Kissed (1999),Drop Dead Gorgeous (1999),Bachelor% The (1999),Jack Frost (1998),Kingpin (1996),Powder (1995),Detroit Rock City (1999),Clerks (1994),
201,0,Small Time Crooks (2000),Shawshank Redemption% The (1994),Practical Magic (1998),Nurse Betty (2000),Cider House Rules% The (1999),Being John Malkovich (1999),Croupier (1998),Dead Man Walking (1995),Requiem for a Dream (2000),
202,1,Mary Poppins (1964),Schindler's List (1993),Beauty and the Beast (1991),Negotiator% The (1998),Birds% The (1963),What Dreams May Come (1998),Doctor Dolittle (1998),Reservoir Dogs (1992),Midnight Run (1988),
203,0,Simon Birch (1998),When a Man Loves a Woman (1994),Quiz Show (1994),Amistad (1997),Apollo 13 (1995),Pump Up the Volume (1990),Fried Green Tomatoes (1991),Bronx Tale% A (1993),Misérables% Les (1995),
