,user,1,2,3,4,5,6
182,1,Fargo (1996),L.A. Confidential (1997),Insider% The (1999),Life Is Beautiful (La Vita è bella) (1997),Wayne's World (1992),Sling Blade (1996)
183,0,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Third Man% The (1949),M (1931),Thin Man% The (1934),Asphalt Jungle% The (1950),Gilda (1946)
184,1,Dumbo (1941),Steamboat Willie (1940),Fantasia (1940),Gulliver's Travels (1939),James and the Giant Peach (1996),Song of the South (1946)
185,0,Stargate (1994),Siege% The (1998),Broken Arrow (1996),Galaxy Quest (1999),Rock% The (1996),Three Musketeers% The (1993)
186,1,54 (1998),Cinderella (1950),Clerks (1994),Drop Dead Gorgeous (1999),Secret of NIMH% The (1982),Bachelor% The (1999)
187,1,Nobody's Fool (1994),Insider% The (1999),Cradle Will Rock% The (1999),Reservoir Dogs (1992),Howards End (1992),Schindler's List (1993)
188,0,Mod Squad% The (1999),Titan A.E. (2000),White Squall (1996),I Saw What You Did (1965),Go (1999),Beach% The (2000)
189,0,Schindler's List (1993),Eyes Wide Shut (1999),Insider% The (1999),Man on the Moon (1999),Fargo (1996),Gladiator (2000)
190,1,Usual Suspects% The (1995),Nikita (La Femme Nikita) (1990),Being John Malkovich (1999),Green Mile% The (1999),Simple Plan% A (1998),Run Lola Run (Lola rennt) (1998)
191,0,Black Sheep (1996),Waterboy% The (1998),Half Baked (1998),Boomerang (1992),Booty Call (1997),Cabin Boy (1994)
192,0,G.I. Jane (1997),Snake Eyes (1998),Waking Ned Devine (1998),Saving Private Ryan (1998),Thomas Crown Affair% The (1999),Bad Boys (1995)
193,1,Creature Comforts (1990),Some Folks Call It a Sling Blade (1993),Leaving Las Vegas (1995),Notorious (1946),Grifters% The (1990),Run Lola Run (Lola rennt) (1998)
194,1,Sister Act (1992),Nightmare Before Christmas% The (1993),Birdcage% The (1996),White Men Can't Jump (1992),Cool Runnings (1993),Toy Story 2 (1999)
195,1,Mystery Science Theater 3000: The Movie (1996),Barb Wire (1996),Willy Wonka and the Chocolate Factory (1971),Indiana Jones and the Last Crusade (1989),Sneakers (1992),Titanic (1997)
196,0,Professional% The (a.k.a. Leon: The Professional) (1994),Grifters% The (1990),Sling Blade (1996),Shawshank Redemption% The (1994),Insider% The (1999),Run Lola Run (Lola rennt) (1998)
197,0,Big Kahuna% The (2000),American Psycho (2000),Schindler's List (1993),Good Will Hunting (1997),Sixth Sense% The (1999),Fargo (1996)
198,1,Birdcage% The (1996),On Her Majesty's Secret Service (1969),Blade Runner (1982),Superman IV: The Quest for Peace (1987),Rock% The (1996),Lethal Weapon 4 (1998)
199,0,Pump Up the Volume (1990),Good Will Hunting (1997),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Amistad (1997),Primary Colors (1998),Star Trek VI: The Undiscovered Country (1991)
200,0,54 (1998),Never Been Kissed (1999),Drop Dead Gorgeous (1999),Bachelor% The (1999),Jack Frost (1998),Kingpin (1996)
201,0,Small Time Crooks (2000),Shawshank Redemption% The (1994),Practical Magic (1998),Nurse Betty (2000),Cider House Rules% The (1999),Being John Malkovich (1999)
202,1,Mary Poppins (1964),Schindler's List (1993),Beauty and the Beast (1991),Negotiator% The (1998),Birds% The (1963),What Dreams May Come (1998)
203,0,Simon Birch (1998),When a Man Loves a Woman (1994),Quiz Show (1994),Amistad (1997),Apollo 13 (1995),Pump Up the Volume (1990)
204,1,Fried Green Tomatoes (1991),City of Angels (1998),Untouchables% The (1987),Natural Born Killers (1994),Spawn (1997),Hackers (1995)
205,0,Jaws (1975),Man Who Would Be King% The (1975),M (1931),Mister Roberts (1955),American Beauty (1999),Hard Day's Night% A (1964)
206,0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Terminator% The (1984),Clockwork Orange% A (1971),E.T. the Extra-Terrestrial (1982),Star Wars: Episode VI - Return of the Jedi (1983),Terminator 2: Judgment Day (1991)
207,0,Snow Day (2000),Frequency (2000),Titan A.E. (2000),Pitch Black (2000),Space Cowboys (2000),Any Given Sunday (1999)
208,0,Nikita (La Femme Nikita) (1990),Thing% The (1982),Rosemary's Baby (1968),Godfather% The (1972),Omen% The (1976),Simple Plan% A (1998)
209,0,54 (1998),Jack Frost (1998),10 Things I Hate About You (1999),Inspector Gadget (1999),Clerks (1994),Gods and Monsters (1998)
210,0,First Knight (1995),Avengers% The (1998),Blues Brothers 2000 (1998),Conspiracy Theory (1997),Maverick (1994),Air America (1990)
211,0,Snow Day (2000),Perfect Storm% The (2000),Any Given Sunday (1999),Mission: Impossible 2 (2000),28 Days (2000),Remember the Titans (2000)
212,0,Dead Man Walking (1995),Christmas Story% A (1983),Raising Arizona (1987),Broken Arrow (1996),Leaving Las Vegas (1995),Life Is Beautiful (La Vita è bella) (1997)
213,1,Babe: Pig in the City (1998),Nightmare Before Christmas% The (1993),There's Something About Mary (1998),Austin Powers: International Man of Mystery (1997),Full Monty% The (1997),Iron Giant% The (1999)
214,1,Hot Shots! Part Deux (1993),Babe: Pig in the City (1998),Wrong Trousers% The (1993),Blast from the Past (1999),SLC Punk! (1998),Remember the Titans (2000)
215,1,Independence Day (ID4) (1996),Men in Black (1997),Armageddon (1998),Gattaca (1997),Strange Days (1995),Sneakers (1992)
216,0,Mumford (1999),Liar Liar (1997),Apostle% The (1997),Fools Rush In (1997),'burbs% The (1989),Tin Men (1987)
217,0,Battlefield Earth (2000),X-Men (2000),Run Lola Run (Lola rennt) (1998),Pitch Black (2000),Fargo (1996),U-571 (2000)
218,0,Double Jeopardy (1999),U-571 (2000),Dick (1999),Doors% The (1991),Out-of-Towners% The (1999),Big Daddy (1999)
219,0,Double Jeopardy (1999),Bowfinger (1999),Detroit Rock City (1999),Pushing Tin (1999),Arlington Road (1999),Doors% The (1991)
220,1,Snow Falling on Cedars (1999),Silence of the Lambs% The (1991),My Left Foot (1989),Run Lola Run (Lola rennt) (1998),Airplane! (1980),Elizabeth (1998)
221,0,Jacob's Ladder (1990),Interview with the Vampire (1994),Midnight in the Garden of Good and Evil (1997),Bram Stoker's Dracula (1992),Mulholland Falls (1996),Lost Highway (1997)
222,0,Back to the Future (1985),Time Bandits (1981),Cell% The (2000),Jaws (1975),Braveheart (1995),Wizard of Oz% The (1939)
223,1,Sister Act (1992),Galaxy Quest (1999),Babe: Pig in the City (1998),Medicine Man (1992),What Dreams May Come (1998),Get Shorty (1995)
224,1,Life Is Beautiful (La Vita è bella) (1997),Insider% The (1999),Mission: Impossible 2 (2000),Babe (1995),Dead Man Walking (1995),Men in Black (1997)
225,1,Everest (1998),Miller's Crossing (1990),Red Violin% The (Le Violon rouge) (1998),Star Wars: Episode VI - Return of the Jedi (1983),Some Folks Call It a Sling Blade (1993),Welcome to the Dollhouse (1995)
226,0,Stand by Me (1986),Raising Arizona (1987),Big Chill% The (1983),Witness (1985),Say Anything... (1989),Rain Man (1988)
227,0,Dead Calm (1989),Summer of Sam (1999),Messenger: The Story of Joan of Arc% The (1999),Sleepy Hollow (1999),Talented Mr. Ripley% The (1999),Rushmore (1998)
228,0,28 Days (2000),Battlefield Earth (2000),Any Given Sunday (1999),Snow Day (2000),Perfect Storm% The (2000),Shanghai Noon (2000)
229,0,Small Soldiers (1998),October Sky (1999),Angela's Ashes (1999),Hamlet (1996),Stargate (1994),Galaxy Quest (1999)
230,1,Harold and Maude (1971),Arachnophobia (1990),X-Men (2000),Sneakers (1992),Gattaca (1997),Star Wars: Episode I - The Phantom Menace (1999)
231,1,Star Wars: Episode I - The Phantom Menace (1999),Christmas Story% A (1983),Breakfast Club% The (1985),Airplane! (1980),Fish Called Wanda% A (1988),Planet of the Apes (1968)
232,1,Party Girl (1995),Clerks (1994),Barcelona (1994),Cell% The (2000),Buffalo 66 (1998),Swimming with Sharks (1995)
233,0,Fantasia (1940),Jerry Maguire (1996),Jungle Book% The (1967),Cinderella (1950),Peter Pan (1953),Steamboat Willie (1940)
234,0,Jaws (1975),Princess Bride% The (1987),Last Emperor% The (1987),Die Hard (1988),Batman (1989),One Flew Over the Cuckoo's Nest (1975)
235,0,Ed Wood (1994),Clockwork Orange% A (1971),M*A*S*H (1970),Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Koyaanisqatsi (1983),Navigator: A Mediaeval Odyssey% The (1988)
236,1,Godfather% The (1972),Braveheart (1995),Jurassic Park (1993),Godfather: Part II% The (1974),Mad Max (1979),Rocky (1976)
237,1,Clueless (1995),Ghost (1990),My Cousin Vinny (1992),Blast from the Past (1999),My Best Friend's Wedding (1997),My Dog Skip (1999)
238,0,Hamlet (1996),Nixon (1995),Christmas Carol% A (1938),Belle de jour (1967),Some Folks Call It a Sling Blade (1993),Big Night (1996)
239,1,Chicken Run (2000),Like Water for Chocolate (Como agua para chocolate) (1992),Strictly Ballroom (1992),Cyrano de Bergerac (1990),Babe (1995),Magnolia (1999)
240,0,Star Trek: Insurrection (1998),Die Hard (1988),Star Wars: Episode I - The Phantom Menace (1999),Total Recall (1990),Who Framed Roger Rabbit? (1988),Jaws (1975)
241,0,Predator (1987),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode VI - Return of the Jedi (1983),Planet of the Apes (1968),Braveheart (1995),Robocop (1987)
242,0,Pleasantville (1998),Grosse Pointe Blank (1997),Gattaca (1997),Beyond the Mat (2000),Bicentennial Man (1999),Office Space (1999)
243,1,Christmas Story% A (1983),Raising Arizona (1987),Say Anything... (1989),Big (1988),Animal House (1978),Shakespeare in Love (1998)
244,0,Englishman Who Went Up a Hill% But Came Down a Mountain% The (1995),Meet Joe Black (1998),Tin Cup (1996),Close Encounters of the Third Kind (1977),Phenomenon (1996),Much Ado About Nothing (1993)
245,0,Forever Young (1992),Conspiracy Theory (1997),All Quiet on the Western Front (1930),Single White Female (1992),Flubber (1997),Nineteen Eighty-Four (1984)
246,1,Babe: Pig in the City (1998),Breakfast Club% The (1985),Christmas Story% A (1983),Animal House (1978),Wrong Trousers% The (1993),Iron Giant% The (1999)
247,0,Good Will Hunting (1997),GoodFellas (1990),Fargo (1996),One Flew Over the Cuckoo's Nest (1975),Dead Man Walking (1995),Three Kings (1999)
248,0,Back to the Future (1985),Hunt for Red October% The (1990),Star Wars: Episode I - The Phantom Menace (1999),Total Recall (1990),Men in Black (1997),E.T. the Extra-Terrestrial (1982)
249,0,Thunderball (1965),Much Ado About Nothing (1993),Total Recall (1990),Star Wars: Episode I - The Phantom Menace (1999),Raiders of the Lost Ark (1981),Braveheart (1995)
250,0,Dances with Wolves (1990),Close Encounters of the Third Kind (1977),Mummy% The (1999),2001: A Space Odyssey (1968),Mission to Mars (2000),Boogie Nights (1997)
251,0,Rock% The (1996),Enemy of the State (1998),Big Chill% The (1983),Ronin (1998),Big (1988),Mission: Impossible (1996)
252,0,Deep Impact (1998),Killer% The (Die xue shuang xiong) (1989),Braveheart (1995),Patriot% The (2000),Mission: Impossible 2 (2000),Mission: Impossible (1996)
253,0,Central Station (Central do Brasil) (1998),Talented Mr. Ripley% The (1999),Usual Suspects% The (1995),Vanya on 42nd Street (1994),GoodFellas (1990),Gods and Monsters (1998)
254,0,Frankenstein (1931),Rosemary's Baby (1968),Little Shop of Horrors% The (1960),Poltergeist (1982),Godfather% The (1972),Omen% The (1976)
255,1,Hunt for Red October% The (1990),Face/Off (1997),Thing% The (1982),Sneakers (1992),Alien Nation (1988),Adventures of Buckaroo Bonzai Across the 8th Dimension% The (1984)
256,0,Single White Female (1992),Perfect World% A (1993),Bodyguard% The (1992),Lethal Weapon 2 (1989),Full Metal Jacket (1987),Eraser (1996)
257,0,Galaxy Quest (1999),Total Recall (1990),Shawshank Redemption% The (1994),Contact (1997),Nikita (La Femme Nikita) (1990),Gladiator (2000)
258,1,Total Recall (1990),Star Wars: Episode I - The Phantom Menace (1999),Ronin (1998),Princess Bride% The (1987),Last of the Mohicans% The (1992),Sixth Sense% The (1999)
259,0,Sling Blade (1996),Sixth Sense% The (1999),Grifters% The (1990),Shall We Dance? (Shall We Dansu?) (1996),Snow Falling on Cedars (1999),Insider% The (1999)
260,0,Fugitive% The (1993),Mummy% The (1999),Outbreak (1995),Cliffhanger (1993),Desperado (1995),Young Sherlock Holmes (1985)
261,0,Jerry Maguire (1996),Rear Window (1954),Indiana Jones and the Temple of Doom (1984),Bamba% La (1987),Searching for Bobby Fischer (1993),Lethal Weapon 2 (1989)
262,0,Star Trek: Generations (1994),Legend (1985),Adventures of Buckaroo Bonzai Across the 8th Dimension% The (1984),Abyss% The (1989),Aliens (1986),Boy Who Could Fly% The (1986)
263,1,Twelve Monkeys (1995),Who Framed Roger Rabbit? (1988),Face/Off (1997),Sixth Sense% The (1999),Dark City (1998),Pi (1998)
264,1,Bloodsport (1988),Monty Python's Life of Brian (1979),Bug's Life% A (1998),Running Scared (1986),Bear% The (1988),Night Shift (1982)
265,0,Gypsy (1962),Apartment% The (1960),Funny Face (1957),Romeo and Juliet (1968),Inspector General% The (1949),Affair to Remember% An (1957)
266,0,Silence of the Lambs% The (1991),Boogie Nights (1997),Dead Man Walking (1995),Insider% The (1999),GoodFellas (1990),Wizard of Oz% The (1939)
267,0,Tin Cup (1996),Truth About Cats & Dogs% The (1996),Sling Blade (1996),While You Were Sleeping (1995),Insider% The (1999),Three Kings (1999)
268,0,Ghostbusters (1984),My Cousin Vinny (1992),Indiana Jones and the Last Crusade (1989),Home Alone (1990),10 Things I Hate About You (1999),Get Shorty (1995)
269,0,Erin Brockovich (2000),Being John Malkovich (1999),Elizabeth (1998),Red Violin% The (Le Violon rouge) (1998),Keeping the Faith (2000),Bridges of Madison County% The (1995)
270,0,Talented Mr. Ripley% The (1999),Magnolia (1999),Good% The Bad and The Ugly% The (1966),Kelly's Heroes (1970),French Connection% The (1971),Mission: Impossible 2 (2000)
271,1,Song of the South (1946),Babes in Toyland (1961),Drop Dead Fred (1991),Nightmare Before Christmas% The (1993),Steamboat Willie (1940),Toy Story 2 (1999)
272,1,Messenger: The Story of Joan of Arc% The (1999),Freeway (1996),Glory (1989),Unforgiven (1992),Contact (1997),54 (1998)
273,1,Jurassic Park (1993),Indiana Jones and the Last Crusade (1989),Chicken Run (2000),Fugitive% The (1993),Aliens (1986),Hunt for Red October% The (1990)
274,0,Schindler's List (1993),American History X (1998),Edward Scissorhands (1990),Insider% The (1999),General's Daughter% The (1999),Summer of Sam (1999)
275,0,Glory (1989),On Golden Pond (1981),Rain Man (1988),Moonstruck (1987),Heathers (1989),Mission% The (1986)
276,0,Amityville Horror% The (1979),Lost World: Jurassic Park% The (1997),King Kong (1976),Boogie Nights (1997),Audrey Rose (1977),Piranha (1978)
277,0,X-Men (2000),Braveheart (1995),Twelve Monkeys (1995),Independence Day (ID4) (1996),Get Shorty (1995),Fifth Element% The (1997)
278,0,Poltergeist (1982),Birds% The (1963),Phantasm (1979),Gate% The (1987),Poltergeist III (1988),Pit and the Pendulum (1961)
279,0,Tora! Tora! Tora! (1970),Michael Collins (1996),Great Escape% The (1963),Deer Hunter% The (1978),Iron Eagle (1986),Bridge on the River Kwai% The (1957)
280,0,Little Big Man (1970),Network (1976),Things Change (1988),Harvey (1950),Cinema Paradiso (1988),Being There (1979)
281,0,Red Violin% The (Le Violon rouge) (1998),Shawshank Redemption% The (1994),GoodFellas (1990),Thelma & Louise (1991),Seven (Se7en) (1995),Welcome to the Dollhouse (1995)
282,0,Enemy of the State (1998),Speed (1994),Fugitive% The (1993),Backdraft (1991),Air Force One (1997),Crimson Tide (1995)
283,0,Thin Red Line% The (1998),Conspiracy Theory (1997),Thelma & Louise (1991),Gremlins 2: The New Batch (1990),Patriot% The (2000),Godfather: Part II% The (1974)
284,1,Galaxy Quest (1999),Mystery Science Theater 3000: The Movie (1996),Alice in Wonderland (1951),Little Mermaid% The (1989),Watership Down (1978),Pi (1998)
285,0,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),War Room% The (1993),42 Up (1998),Once Upon a Time in America (1984),Paradise Lost: The Child Murders at Robin Hood Hills (1996),Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999)
286,0,Thelma & Louise (1991),Green Mile% The (1999),Seven (Se7en) (1995),Godfather: Part II% The (1974),Shawshank Redemption% The (1994),GoodFellas (1990)
287,0,Fight Club (1999),Red Violin% The (Le Violon rouge) (1998),Glengarry Glen Ross (1992),Fargo (1996),Ideal Husband% An (1999),Talented Mr. Ripley% The (1999)
288,0,Star Wars: Episode I - The Phantom Menace (1999),Untouchables% The (1987),Indiana Jones and the Temple of Doom (1984),Alien (1979),Robocop (1987),Fugitive% The (1993)
289,0,Heat (1995),Alien (1979),Saving Private Ryan (1998),Boat% The (Das Boot) (1981),Nikita (La Femme Nikita) (1990),Glory (1989)
290,0,Good Will Hunting (1997),Saving Private Ryan (1998),L.A. Confidential (1997),Pulp Fiction (1994),Sling Blade (1996),Sixth Sense% The (1999)
291,0,Elephant Man% The (1980),It's a Wonderful Life (1946),Dangerous Liaisons (1988),American in Paris% An (1951),My Left Foot (1989),Citizen Kane (1941)
292,0,Sneakers (1992),X-Files: Fight the Future% The (1998),Dark City (1998),Strange Days (1995),X-Men (2000),Army of Darkness (1993)
293,1,Right Stuff% The (1983),Jerry Maguire (1996),Prizzi's Honor (1985),October Sky (1999),Simon Birch (1998),Searching for Bobby Fischer (1993)
294,1,Shall We Dance? (Shall We Dansu?) (1996),Toy Story 2 (1999),Austin Powers: International Man of Mystery (1997),To Die For (1995),Bulworth (1998),Full Monty% The (1997)
295,0,Double Jeopardy (1999),Messenger: The Story of Joan of Arc% The (1999),Dick (1999),54 (1998),Mod Squad% The (1999),Glory (1989)
296,0,Night of the Living Dead (1968),Fantastic Voyage (1966),Fantastic Planet% The (La Planète sauvage) (1973),Mary Poppins (1964),Misery (1990),Quatermass and the Pit (1967)
297,0,Jaws (1975),Sling Blade (1996),Sixth Sense% The (1999),Chicken Run (2000),Babe (1995),To Kill a Mockingbird (1962)
298,0,Perfect Storm% The (2000),Grand Day Out% A (1992),Magnolia (1999),Small Time Crooks (2000),Adventures of Rocky and Bullwinkle% The (2000),Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
299,1,African Queen% The (1951),Fast% Cheap & Out of Control (1997),12 Angry Men (1957),Snow Falling on Cedars (1999),Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Magnolia (1999)
300,1,12 Angry Men (1957),Heat (1995),Splash (1984),Tin Men (1987),About Last Night... (1986),Full Metal Jacket (1987)
301,1,Limey% The (1999),Half Baked (1998),Eyes Wide Shut (1999),Fear and Loathing in Las Vegas (1998),Empire Records (1995),Cider House Rules% The (1999)
